gene_name,gene_id,Chow,HFD,FC,P
Gm3952,ENSMUSG00000102141,0,0,,     NA
Gm26100,ENSMUSG00000087870,0,0,,     NA
Gm22545,ENSMUSG00000077538,0,0,,     NA
Ccdc7b,ENSMUSG00000056018,0,0,,     NA
Gm22374,ENSMUSG00000077771,0,0,,     NA
Gm10999,ENSMUSG00000078840,0,0,,     NA
Gm21399,ENSMUSG00000094530,0,0,,     NA
AC192434.1,ENSMUSG00000114955,0,0,,     NA
Gm2888,ENSMUSG00000090487,0,0,,     NA
Gm2897,ENSMUSG00000079410,0,0,,     NA
Esd-ps,ENSMUSG00000079101,0,0,,     NA
Gm17051,ENSMUSG00000091289,0,0,,     NA
Gm10340,ENSMUSG00000071613,0,0,,     NA
Gm17221,ENSMUSG00000090684,0,0,,     NA
Gm17188,ENSMUSG00000091849,0,0,,     NA
Gm5795,ENSMUSG00000079409,0,0,,     NA
D830030K20Rik,ENSMUSG00000096039,0,0,,     NA
Gm17222,ENSMUSG00000095512,0,0,,     NA
Gm4904,ENSMUSG00000096217,0,0,,     NA
1700110I01Rik,ENSMUSG00000079407,0,0,,     NA
Gm2956,ENSMUSG00000096574,0,0,,     NA
Gm17223,ENSMUSG00000090318,0,0,,     NA
Gm10413,ENSMUSG00000095533,0,0,,     NA
Gm10409,ENSMUSG00000096488,0,0,,     NA
Gm3005,ENSMUSG00000095195,0,0,,     NA
Gm26817,ENSMUSG00000097382,0,0,,     NA
Gm10408,ENSMUSG00000072739,0,0,,     NA
Gm8323,ENSMUSG00000090578,0,0,,     NA
Gm8324,ENSMUSG00000096905,0,0,,     NA
Gm11109,ENSMUSG00000094880,0,0,,     NA
Gm17107,ENSMUSG00000091010,0,0,,     NA
Gm3012,ENSMUSG00000095368,0,0,,     NA
Gm3020,ENSMUSG00000079402,0,0,,     NA
Gm2866,ENSMUSG00000093891,0,0,,     NA
Gm3043,ENSMUSG00000090364,0,0,,     NA
Gm2871,ENSMUSG00000096614,0,0,,     NA
Gm2877,ENSMUSG00000096450,0,0,,     NA
Gm21965,ENSMUSG00000095469,0,0,,     NA
Gm3002,ENSMUSG00000096793,0,0,,     NA
Gm26886,ENSMUSG00000097127,0,0,,     NA
Gm26570,ENSMUSG00000096955,0,0,,     NA
Gm3033,ENSMUSG00000093887,0,0,,     NA
Gm2907,ENSMUSG00000097594,0,0,,     NA
Gm2916,ENSMUSG00000096218,0,0,,     NA
Gm3029,ENSMUSG00000096901,0,0,,     NA
Gm3095,ENSMUSG00000091756,0,0,,     NA
Gm17129,ENSMUSG00000091672,0,0,,     NA
Gm3099,ENSMUSG00000095686,0,0,,     NA
Gm5796,ENSMUSG00000096775,0,0,,     NA
Gm11107,ENSMUSG00000091027,0,0,,     NA
Gm3115,ENSMUSG00000091022,0,0,,     NA
Gm8108,ENSMUSG00000091563,0,0,,     NA
Gm17152,ENSMUSG00000090292,0,0,,     NA
Gm3127,ENSMUSG00000090764,0,0,,     NA
Gm2974,ENSMUSG00000079391,0,0,,     NA
Gm11105,ENSMUSG00000094072,0,0,,     NA
Gm3138,ENSMUSG00000091114,0,0,,     NA
Gm17085,ENSMUSG00000091368,0,0,,     NA
Gm3149,ENSMUSG00000079389,0,0,,     NA
Gm17086,ENSMUSG00000092045,0,0,,     NA
Gm3159,ENSMUSG00000095056,0,0,,     NA
Gm3164,ENSMUSG00000091418,0,0,,     NA
Gm3173,ENSMUSG00000079386,0,0,,     NA
Gm17170,ENSMUSG00000079392,0,0,,     NA
Gm3182,ENSMUSG00000091148,0,0,,     NA
Gm17074,ENSMUSG00000090865,0,0,,     NA
Gm3030,ENSMUSG00000091894,0,0,,     NA
Gm26655,ENSMUSG00000097822,0,0,,     NA
Gm3047,ENSMUSG00000090472,0,0,,     NA
Gm8164,ENSMUSG00000090598,0,0,,     NA
Gm26898,ENSMUSG00000097798,0,0,,     NA
Gm8159,ENSMUSG00000094258,0,0,,     NA
Gm3239,ENSMUSG00000090872,0,0,,     NA
Gm17073,ENSMUSG00000090328,0,0,,     NA
Gm7876,ENSMUSG00000091700,0,0,,     NA
Gm3084,ENSMUSG00000091221,0,0,,     NA
Gm9602,ENSMUSG00000090539,0,0,,     NA
Gm3091,ENSMUSG00000090465,0,0,,     NA
Gm3269,ENSMUSG00000091494,0,0,,     NA
Gm3264,ENSMUSG00000094132,0,0,,     NA
Gm26650,ENSMUSG00000097278,0,0,,     NA
Gm3278,ENSMUSG00000091185,0,0,,     NA
Gm8305,ENSMUSG00000095196,0,0,,     NA
Gm10410,ENSMUSG00000093827,0,0,,     NA
Gm8297,ENSMUSG00000090827,0,0,,     NA
Gm3298,ENSMUSG00000079383,0,0,,     NA
4930555G01Rik,ENSMUSG00000096197,0,0,,     NA
Gm8281,ENSMUSG00000095681,0,0,,     NA
Gm17069,ENSMUSG00000090636,0,0,,     NA
Gm8279,ENSMUSG00000079378,0,0,,     NA
Gm26552,ENSMUSG00000097218,0,0,,     NA
Gm3317,ENSMUSG00000095912,0,0,,     NA
Gm3140,ENSMUSG00000091404,0,0,,     NA
Gm8271,ENSMUSG00000079380,0,0,,     NA
Gm3326,ENSMUSG00000090900,0,0,,     NA
Gm3526,ENSMUSG00000094929,0,0,,     NA
Gm3339,ENSMUSG00000091995,0,0,,     NA
Gm3542,ENSMUSG00000096023,0,0,,     NA
Gm17126,ENSMUSG00000091713,0,0,,     NA
Gm3500,ENSMUSG00000096003,0,0,,     NA
Gm3348,ENSMUSG00000106752,0,0,,     NA
Gm3194,ENSMUSG00000094825,0,0,,     NA
Gm8246,ENSMUSG00000095797,0,0,,     NA
Gm3187,ENSMUSG00000094578,0,0,,     NA
Gm3488,ENSMUSG00000095295,0,0,,     NA
Gm26893,ENSMUSG00000097450,0,0,,     NA
Gm26746,ENSMUSG00000097780,0,0,,     NA
Gm3532,ENSMUSG00000097853,0,0,,     NA
Gm8266,ENSMUSG00000096286,0,0,,     NA
Gm26731,ENSMUSG00000097349,0,0,,     NA
Gm3383,ENSMUSG00000096629,0,0,,     NA
Gm3344,ENSMUSG00000091595,0,0,,     NA
Gm8265,ENSMUSG00000090547,0,0,,     NA
Gm9603,ENSMUSG00000096470,0,0,,     NA
Gm3373,ENSMUSG00000094370,0,0,,     NA
Gm3170,ENSMUSG00000107157,0,0,,     NA
Gm26557,ENSMUSG00000097024,0,0,,     NA
Gm3424,ENSMUSG00000090512,0,0,,     NA
Gm17158,ENSMUSG00000090552,0,0,,     NA
Gm17046,ENSMUSG00000091613,0,0,,     NA
Gm3242,ENSMUSG00000079379,0,0,,     NA
Gm17047,ENSMUSG00000090927,0,0,,     NA
Gm3248,ENSMUSG00000091275,0,0,,     NA
Gm17048,ENSMUSG00000095991,0,0,,     NA
Gm3453,ENSMUSG00000090643,0,0,,     NA
Gm3261,ENSMUSG00000093892,0,0,,     NA
Gm8206,ENSMUSG00000091568,0,0,,     NA
Gm17045,ENSMUSG00000094737,0,0,,     NA
Gm6337,ENSMUSG00000091882,0,0,,     NA
Gm3275,ENSMUSG00000091290,0,0,,     NA
Gm3468,ENSMUSG00000094634,0,0,,     NA
Gm3476,ENSMUSG00000079371,0,0,,     NA
Gm26991,ENSMUSG00000097199,0,0,,     NA
Gm3208,ENSMUSG00000091752,0,0,,     NA
Gm21560,ENSMUSG00000094460,0,0,,     NA
Gm21772,ENSMUSG00000096507,0,0,,     NA
Gm3411,ENSMUSG00000079396,0,0,,     NA
Gm21103,ENSMUSG00000094811,0,0,,     NA
Gm3618,ENSMUSG00000096828,0,0,,     NA
Gm26630,ENSMUSG00000097447,0,0,,     NA
Gm8340,ENSMUSG00000091776,0,0,,     NA
Gm16440,ENSMUSG00000072738,0,0,,     NA
Gm3591,ENSMUSG00000096904,0,0,,     NA
Gm3594,ENSMUSG00000095360,0,0,,     NA
Gm8356,ENSMUSG00000090627,0,0,,     NA
Gm3629,ENSMUSG00000093898,0,0,,     NA
Gm3460,ENSMUSG00000096839,0,0,,     NA
Gm10251,ENSMUSG00000094590,0,0,,     NA
Gm26680,ENSMUSG00000097901,0,0,,     NA
Gm3466,ENSMUSG00000096927,0,0,,     NA
Gm8050,ENSMUSG00000091814,0,0,,     NA
Gm3636,ENSMUSG00000091754,0,0,,     NA
Gm8362,ENSMUSG00000090404,0,0,,     NA
Gm3642,ENSMUSG00000096685,0,0,,     NA
Gm3667,ENSMUSG00000090691,0,0,,     NA
Gm6356,ENSMUSG00000091400,0,0,,     NA
AC164618.1,ENSMUSG00000114611,0,0,,     NA
Gm10406,ENSMUSG00000093985,0,0,,     NA
Gm3685,ENSMUSG00000094021,0,0,,     NA
AC164618.2,ENSMUSG00000114657,0,0,,     NA
Gm3696,ENSMUSG00000092167,0,0,,     NA
Gm6676,ENSMUSG00000096869,0,0,,     NA
Gm3512,ENSMUSG00000090363,0,0,,     NA
Gm16434,ENSMUSG00000095015,0,0,,     NA
Gm3715,ENSMUSG00000072731,0,0,,     NA
Gm5456,ENSMUSG00000094242,0,0,,     NA
Gm3727,ENSMUSG00000096183,0,0,,     NA
Gm3739,ENSMUSG00000091472,0,0,,     NA
Gm5797,ENSMUSG00000072726,0,0,,     NA
Gm8374,ENSMUSG00000091676,0,0,,     NA
Gm10339,ENSMUSG00000071591,0,0,,     NA
4933406F09Rik,ENSMUSG00000090585,0,0,,     NA
Gm8379,ENSMUSG00000090618,0,0,,     NA
Gm3755,ENSMUSG00000091227,0,0,,     NA
Gm3752,ENSMUSG00000091617,0,0,,     NA
Gm3760,ENSMUSG00000091325,0,0,,     NA
Gm3558,ENSMUSG00000079364,0,0,,     NA
Gm17121,ENSMUSG00000096579,0,0,,     NA
Gm10338,ENSMUSG00000094706,0,0,,     NA
AC132468.1,ENSMUSG00000114236,0,0,,     NA
Gm10128,ENSMUSG00000063277,0,0,,     NA
Gm16741,ENSMUSG00000084775,0,0,,     NA
Gm26661,ENSMUSG00000097169,0,0,,     NA
Gm8396,ENSMUSG00000049460,0,0,,     NA
Dnase1l3,ENSMUSG00000025279,0,0,,     NA
CT025547.1,ENSMUSG00000114532,0,0,,     NA
CT030653.1,ENSMUSG00000114533,0,0,,     NA
4930452B06Rik,ENSMUSG00000021747,0,0,,     NA
4930455B14Rik,ENSMUSG00000097898,0,0,,     NA
AC102575.1,ENSMUSG00000114764,0,0,,     NA
AC132881.1,ENSMUSG00000114413,0,0,,     NA
AC132881.2,ENSMUSG00000114464,0,0,,     NA
AC158531.2,ENSMUSG00000114615,0,0,,     NA
AC158531.1,ENSMUSG00000114298,0,0,,     NA
Hmgb3-ps,ENSMUSG00000089795,0,0,,     NA
AC102431.2,ENSMUSG00000114691,0,0,,     NA
AC102431.1,ENSMUSG00000114467,0,0,,     NA
AL589696.1,ENSMUSG00000114391,0,0,,     NA
Gm22053,ENSMUSG00000065328,0,0,,     NA
Fhitos,ENSMUSG00000089833,0,0,,     NA
AC154197.1,ENSMUSG00000114305,0,0,,     NA
Mir5124b,ENSMUSG00000099218,0,0,,     NA
Gm25466,ENSMUSG00000096758,0,0,,     NA
CT025579.1,ENSMUSG00000114216,0,0,,     NA
CT025579.2,ENSMUSG00000114786,0,0,,     NA
CT025579.4,ENSMUSG00000114850,0,0,,     NA
CT025579.3,ENSMUSG00000114849,0,0,,     NA
Gm3848,ENSMUSG00000085883,0,0,,     NA
AC102542.1,ENSMUSG00000114246,0,0,,     NA
AC154682.1,ENSMUSG00000114378,0,0,,     NA
Gm24578,ENSMUSG00000077158,0,0,,     NA
AC156025.1,ENSMUSG00000114230,0,0,,     NA
AC156025.2,ENSMUSG00000114624,0,0,,     NA
n-R5s45,ENSMUSG00000084541,0,0,,     NA
AC154592.1,ENSMUSG00000114453,0,0,,     NA
AC154250.1,ENSMUSG00000114312,0,0,,     NA
AC116395.1,ENSMUSG00000114626,0,0,,     NA
AC154642.2,ENSMUSG00000114561,0,0,,     NA
AC154642.1,ENSMUSG00000114421,0,0,,     NA
Gm5087,ENSMUSG00000051729,0,0,,     NA
Gm15913,ENSMUSG00000081115,0,0,,     NA
Sntn,ENSMUSG00000044772,0,0,,     NA
Gm27506,ENSMUSG00000098694,0,0,,     NA
AC122290.1,ENSMUSG00000114480,0,0,,     NA
Gm281,ENSMUSG00000084902,0,0,,     NA
Gm25964,ENSMUSG00000087796,0,0,,     NA
Gm11100,ENSMUSG00000079357,0,0,,     NA
AC154515.2,ENSMUSG00000114455,0,0,,     NA
Olfr720,ENSMUSG00000052417,0,0,,     NA
AC154515.3,ENSMUSG00000114909,0,0,,     NA
AC154515.1,ENSMUSG00000114268,0,0,,     NA
CT025689.1,ENSMUSG00000114497,0,0,,     NA
CT025689.3,ENSMUSG00000114556,0,0,,     NA
CT025689.5,ENSMUSG00000114768,0,0,,     NA
CT025689.2,ENSMUSG00000114510,0,0,,     NA
CT025689.6,ENSMUSG00000114883,0,0,,     NA
AC158392.1,ENSMUSG00000114257,0,0,,     NA
AC158392.2,ENSMUSG00000114476,0,0,,     NA
CT025538.3,ENSMUSG00000114676,0,0,,     NA
CT025538.1,ENSMUSG00000114574,0,0,,     NA
CT025538.2,ENSMUSG00000114628,0,0,,     NA
AC117608.1,ENSMUSG00000114538,0,0,,     NA
AC117608.2,ENSMUSG00000114542,0,0,,     NA
AC154634.1,ENSMUSG00000114197,0,0,,     NA
AC154634.3,ENSMUSG00000114770,0,0,,     NA
AC154634.2,ENSMUSG00000114323,0,0,,     NA
AC117656.2,ENSMUSG00000114711,0,0,,     NA
AC117656.1,ENSMUSG00000114683,0,0,,     NA
Lrrc3b,ENSMUSG00000045201,0,0,,     NA
B230110C06Rik,ENSMUSG00000097547,0,0,,     NA
AC158537.1,ENSMUSG00000114266,0,0,,     NA
AC158537.2,ENSMUSG00000114941,0,0,,     NA
AC158388.3,ENSMUSG00000114794,0,0,,     NA
AC154354.1,ENSMUSG00000114586,0,0,,     NA
AC158388.1,ENSMUSG00000114513,0,0,,     NA
AC124680.1,ENSMUSG00000114390,0,0,,     NA
AC173482.3,ENSMUSG00000114484,0,0,,     NA
AC173482.4,ENSMUSG00000114698,0,0,,     NA
AC173482.6,ENSMUSG00000114907,0,0,,     NA
AC173482.5,ENSMUSG00000114842,0,0,,     NA
AC154452.1,ENSMUSG00000114243,0,0,,     NA
Rarb,ENSMUSG00000017491,0,0,,     NA
AC154471.1,ENSMUSG00000114463,0,0,,     NA
AC129975.2,ENSMUSG00000114890,0,0,,     NA
AC138667.1,ENSMUSG00000114296,0,0,,     NA
AC138667.2,ENSMUSG00000114769,0,0,,     NA
AC161609.1,ENSMUSG00000114281,0,0,,     NA
Gm24140,ENSMUSG00000084722,0,0,,     NA
AC154681.1,ENSMUSG00000114504,0,0,,     NA
Gm27851,ENSMUSG00000098478,0,0,,     NA
AC154626.1,ENSMUSG00000114517,0,0,,     NA
Gm6773,ENSMUSG00000098079,0,0,,     NA
CU024892.1,ENSMUSG00000114678,0,0,,     NA
Gm44469,ENSMUSG00000105635,0,0,,     NA
CU024892.2,ENSMUSG00000114894,0,0,,     NA
Gm22350,ENSMUSG00000065858,0,0,,     NA
Gm6781,ENSMUSG00000035129,0,0,,     NA
Gm22499,ENSMUSG00000077689,0,0,,     NA
Gm15916,ENSMUSG00000083606,0,0,,     NA
AC118006.3,ENSMUSG00000114548,0,0,,     NA
AC118006.1,ENSMUSG00000114224,0,0,,     NA
AC154527.1,ENSMUSG00000114318,0,0,,     NA
AC154527.3,ENSMUSG00000114580,0,0,,     NA
AC154527.4,ENSMUSG00000114636,0,0,,     NA
AC154527.2,ENSMUSG00000114445,0,0,,     NA
AC154527.5,ENSMUSG00000114819,0,0,,     NA
Gm8582,ENSMUSG00000091929,0,0,,     NA
Gm8584,ENSMUSG00000091557,0,0,,     NA
AC165092.3,ENSMUSG00000114906,0,0,,     NA
AC165092.1,ENSMUSG00000114304,0,0,,     NA
AC165092.4,ENSMUSG00000114919,0,0,,     NA
AC165092.2,ENSMUSG00000114877,0,0,,     NA
AC165146.1,ENSMUSG00000114252,0,0,,     NA
Gm9637,ENSMUSG00000093814,0,0,,     NA
AC174797.2,ENSMUSG00000114272,0,0,,     NA
AC174797.3,ENSMUSG00000114630,0,0,,     NA
Gm7352,ENSMUSG00000096709,0,0,,     NA
AC174797.5,ENSMUSG00000114947,0,0,,     NA
Gm2244,ENSMUSG00000092036,0,0,,     NA
Gm2237,ENSMUSG00000093979,0,0,,     NA
Gm5458,ENSMUSG00000095024,0,0,,     NA
AC174797.1,ENSMUSG00000114214,0,0,,     NA
4930469B13Rik,ENSMUSG00000068776,0,0,,     NA
AC174797.4,ENSMUSG00000114692,0,0,,     NA
Gm17030,ENSMUSG00000090660,0,0,,     NA
AC131745.3,ENSMUSG00000114885,0,0,,     NA
AC131745.1,ENSMUSG00000114199,0,0,,     NA
AC131745.2,ENSMUSG00000114350,0,0,,     NA
AC130831.1,ENSMUSG00000114436,0,0,,     NA
Gng2,ENSMUSG00000043004,0,0,,     NA
AC126275.1,ENSMUSG00000114498,0,0,,     NA
AC126275.2,ENSMUSG00000114523,0,0,,     NA
Gm24912,ENSMUSG00000087916,0,0,,     NA
AC159106.2,ENSMUSG00000114439,0,0,,     NA
AC159106.1,ENSMUSG00000114410,0,0,,     NA
Kcnk16,ENSMUSG00000023387,0,0,,     NA
AC121801.1,ENSMUSG00000114937,0,0,,     NA
Cfap70,ENSMUSG00000039543,0,0,,     NA
7330404K18Rik,ENSMUSG00000084942,0,0,,     NA
Myoz1,ENSMUSG00000068697,0,0,,     NA
6230400D17Rik,ENSMUSG00000097577,0,0,,     NA
Mir6946,ENSMUSG00000098602,0,0,,     NA
Gm25328,ENSMUSG00000095087,0,0,,     NA
AC121599.1,ENSMUSG00000114241,0,0,,     NA
AC154840.1,ENSMUSG00000114728,0,0,,     NA
Gm26372,ENSMUSG00000088456,0,0,,     NA
AC115122.1,ENSMUSG00000114875,0,0,,     NA
Gm25864,ENSMUSG00000088873,0,0,,     NA
Gm15935,ENSMUSG00000084940,0,0,,     NA
Gm23502,ENSMUSG00000065836,0,0,,     NA
AC132590.1,ENSMUSG00000114352,0,0,,     NA
Gm37590,ENSMUSG00000104232,0,0,,     NA
C130012C08Rik,ENSMUSG00000103160,0,0,,     NA
Lrmda,ENSMUSG00000063458,0,0,,     NA
Gm27532,ENSMUSG00000098542,0,0,,     NA
AC129590.1,ENSMUSG00000114205,0,0,,     NA
AC124729.1,ENSMUSG00000114412,0,0,,     NA
Gm5670,ENSMUSG00000059827,0,0,,     NA
AC161884.2,ENSMUSG00000114967,0,0,,     NA
AC161884.1,ENSMUSG00000114496,0,0,,     NA
Gm10248,ENSMUSG00000068680,0,0,,     NA
Kcnma1,ENSMUSG00000063142,0,0,,     NA
AC154795.1,ENSMUSG00000114803,0,0,,     NA
AC154433.1,ENSMUSG00000114751,0,0,,     NA
Gm29626,ENSMUSG00000100100,0,0,,     NA
CT025624.2,ENSMUSG00000114953,0,0,,     NA
CT025624.1,ENSMUSG00000114722,0,0,,     NA
Mir7210,ENSMUSG00000105723,0,0,,     NA
AC163638.1,ENSMUSG00000114648,0,0,,     NA
E330034G19Rik,ENSMUSG00000038925,0,0,,     NA
AC161374.2,ENSMUSG00000114913,0,0,,     NA
AC161374.1,ENSMUSG00000114567,0,0,,     NA
AC154573.1,ENSMUSG00000114207,0,0,,     NA
AC154573.2,ENSMUSG00000114575,0,0,,     NA
4930542C16Rik,ENSMUSG00000048628,0,0,,     NA
4930428N03Rik,ENSMUSG00000089887,0,0,,     NA
CT025626.1,ENSMUSG00000114965,0,0,,     NA
Gm10398,ENSMUSG00000072686,0,0,,     NA
AC154461.3,ENSMUSG00000114416,0,0,,     NA
AC154461.6,ENSMUSG00000114924,0,0,,     NA
AC154461.4,ENSMUSG00000114855,0,0,,     NA
AC154461.2,ENSMUSG00000114288,0,0,,     NA
AC154461.1,ENSMUSG00000114271,0,0,,     NA
AC154461.5,ENSMUSG00000114916,0,0,,     NA
AC157650.1,ENSMUSG00000114232,0,0,,     NA
Mir3075,ENSMUSG00000093081,0,0,,     NA
AC154759.1,ENSMUSG00000114922,0,0,,     NA
1700054O19Rik,ENSMUSG00000104183,0,0,,     NA
Zcchc24,ENSMUSG00000055538,0,0,,     NA
Gm27185,ENSMUSG00000099057,0,0,,     NA
Gm23701,ENSMUSG00000077081,0,0,,     NA
Anxa11os,ENSMUSG00000098609,0,0,,     NA
Plac9a,ENSMUSG00000095304,0,0,,     NA
Tmem254a,ENSMUSG00000072676,0,0,,     NA
Cphx1,ENSMUSG00000095975,0,0,,     NA
Gm19013,ENSMUSG00000098897,0,0,,     NA
Duxbl1,ENSMUSG00000048502,0,0,,     NA
Gm2260,ENSMUSG00000098428,0,0,,     NA
Gm9780,ENSMUSG00000094800,0,0,,     NA
Tmem254c,ENSMUSG00000072680,0,0,,     NA
Gm19014,ENSMUSG00000099325,0,0,,     NA
Cphx2,ENSMUSG00000098463,0,0,,     NA
Cphx3,ENSMUSG00000094817,0,0,,     NA
Duxbl2,ENSMUSG00000072675,0,0,,     NA
Gm2274,ENSMUSG00000098369,0,0,,     NA
Plac9b,ENSMUSG00000072674,0,0,,     NA
Tmem254b,ENSMUSG00000021867,0,0,,     NA
Gm19015,ENSMUSG00000098524,0,0,,     NA
Duxbl3,ENSMUSG00000072672,0,0,,     NA
Crb1-ps,ENSMUSG00000089978,0,0,,     NA
Slmapos2,ENSMUSG00000090104,0,0,,     NA
Gm24031,ENSMUSG00000065864,0,0,,     NA
Gm2178,ENSMUSG00000078128,0,0,,     NA
Gm18215,ENSMUSG00000107452,0,0,,     NA
Arf4os,ENSMUSG00000090861,0,0,,     NA
Mir7672,ENSMUSG00000098751,0,0,,     NA
9930004E17Rik,ENSMUSG00000096052,0,0,,     NA
Asb14,ENSMUSG00000021898,0,0,,     NA
AC124603.1,ENSMUSG00000114785,0,0,,     NA
Hesx1,ENSMUSG00000040726,0,0,,     NA
Gm23633,ENSMUSG00000093034,0,0,,     NA
Gm22485,ENSMUSG00000088615,0,0,,     NA
Gm25697,ENSMUSG00000064836,0,0,,     NA
CT485787.1,ENSMUSG00000114482,0,0,,     NA
AC154729.1,ENSMUSG00000114653,0,0,,     NA
Gm45645,ENSMUSG00000109849,0,0,,     NA
CT025681.1,ENSMUSG00000114503,0,0,,     NA
AC154612.1,ENSMUSG00000114818,0,0,,     NA
AC154556.1,ENSMUSG00000114201,0,0,,     NA
AC121137.1,ENSMUSG00000114577,0,0,,     NA
Cacna2d3,ENSMUSG00000021991,0,0,,     NA
Lrtm1,ENSMUSG00000045776,0,0,,     NA
AC115760.1,ENSMUSG00000114595,0,0,,     NA
AC124524.2,ENSMUSG00000114760,0,0,,     NA
AC124524.1,ENSMUSG00000114758,0,0,,     NA
AC158521.1,ENSMUSG00000114704,0,0,,     NA
AC154262.1,ENSMUSG00000114570,0,0,,     NA
AC154262.2,ENSMUSG00000114815,0,0,,     NA
AC154576.2,ENSMUSG00000114774,0,0,,     NA
CT009536.1,ENSMUSG00000114424,0,0,,     NA
Mir6947,ENSMUSG00000104926,0,0,,     NA
CT009536.2,ENSMUSG00000114705,0,0,,     NA
Cacna1d,ENSMUSG00000015968,0,0,,     NA
AC154669.1,ENSMUSG00000114650,0,0,,     NA
AC154305.3,ENSMUSG00000114670,0,0,,     NA
AC154305.1,ENSMUSG00000114386,0,0,,     NA
AC154305.2,ENSMUSG00000114397,0,0,,     NA
AC154305.4,ENSMUSG00000114966,0,0,,     NA
Mir3076,ENSMUSG00000093156,0,0,,     NA
AC154436.2,ENSMUSG00000115723,0,0,,     NA
AC154436.1,ENSMUSG00000115370,0,0,,     NA
Itih4,ENSMUSG00000021922,0,0,,     NA
Itih3,ENSMUSG00000006522,0,0,,     NA
Itih1,ENSMUSG00000006529,0,0,,     NA
Snord69,ENSMUSG00000077212,0,0,,     NA
Gm24916,ENSMUSG00000087912,0,0,,     NA
Snord19,ENSMUSG00000077797,0,0,,     NA
AC154727.1,ENSMUSG00000115412,0,0,,     NA
Gm5459,ENSMUSG00000090305,0,0,,     NA
Nt5dc2,ENSMUSG00000071547,0,0,,     NA
Tnnc1,ENSMUSG00000091898,0,0,,     NA
Sema3g,ENSMUSG00000021904,0,0,,     NA
Dnah1,ENSMUSG00000019027,0,0,,     NA
AC108416.1,ENSMUSG00000115311,0,0,,     NA
AC108416.3,ENSMUSG00000115468,0,0,,     NA
AC108416.2,ENSMUSG00000115445,0,0,,     NA
AC154616.2,ENSMUSG00000115283,0,0,,     NA
Colq,ENSMUSG00000057606,0,0,,     NA
Gm24057,ENSMUSG00000089241,0,0,,     NA
Hacl1,ENSMUSG00000115022,0,0,,     NA
AC120375.2,ENSMUSG00000115812,0,0,,     NA
AC154846.1,ENSMUSG00000115120,0,0,,     NA
Gm26045,ENSMUSG00000088487,0,0,,     NA
AC154846.2,ENSMUSG00000115628,0,0,,     NA
Msmb,ENSMUSG00000021907,0,0,,     NA
AC154532.1,ENSMUSG00000115760,0,0,,     NA
Gm23946,ENSMUSG00000077611,0,0,,     NA
AC154532.2,ENSMUSG00000115833,0,0,,     NA
Gm7707,ENSMUSG00000091570,0,0,,     NA
Gm17210,ENSMUSG00000090459,0,0,,     NA
AC167565.2,ENSMUSG00000115813,0,0,,     NA
AC167565.1,ENSMUSG00000115691,0,0,,     NA
Ogdhl,ENSMUSG00000021913,0,0,,     NA
1700024G13Rik,ENSMUSG00000072473,0,0,,     NA
Slc18a3,ENSMUSG00000100241,0,0,,     NA
Gm2990,ENSMUSG00000097794,0,0,,     NA
AC154412.1,ENSMUSG00000115281,0,0,,     NA
3425401B19Rik,ENSMUSG00000071540,0,0,,     NA
Gm28651,ENSMUSG00000101086,0,0,,     NA
1810011H11Rik,ENSMUSG00000041707,0,0,,     NA
Fam170b,ENSMUSG00000078127,0,0,,     NA
Vstm4,ENSMUSG00000050666,0,0,,     NA
Wdfy4,ENSMUSG00000051506,0,0,,     NA
AC154239.1,ENSMUSG00000115104,0,0,,     NA
Gm25498,ENSMUSG00000077612,0,0,,     NA
AC154239.2,ENSMUSG00000115523,0,0,,     NA
AC154239.3,ENSMUSG00000115597,0,0,,     NA
AC154649.1,ENSMUSG00000115248,0,0,,     NA
AC154649.2,ENSMUSG00000115745,0,0,,     NA
Frmpd2,ENSMUSG00000108841,0,0,,     NA
Ptpn20,ENSMUSG00000021940,0,0,,     NA
AC140451.1,ENSMUSG00000115134,0,0,,     NA
AC140451.2,ENSMUSG00000115751,0,0,,     NA
Gdf10,ENSMUSG00000021943,0,0,,     NA
Gdf2,ENSMUSG00000072625,0,0,,     NA
Rbp3,ENSMUSG00000041534,0,0,,     NA
Zfp488,ENSMUSG00000044519,0,0,,     NA
AC164099.2,ENSMUSG00000115726,0,0,,     NA
Gm5460,ENSMUSG00000072624,0,0,,     NA
A630023A22Rik,ENSMUSG00000095493,0,0,,     NA
Antxrl,ENSMUSG00000047441,0,0,,     NA
AC164099.1,ENSMUSG00000115489,0,0,,     NA
Anxa8,ENSMUSG00000021950,0,0,,     NA
Gm24998,ENSMUSG00000088533,0,0,,     NA
AC154738.3,ENSMUSG00000115180,0,0,,     NA
AC154738.1,ENSMUSG00000115101,0,0,,     NA
Npy4r,ENSMUSG00000048337,0,0,,     NA
Rpl23a-ps3,ENSMUSG00000078126,0,0,,     NA
AC154738.7,ENSMUSG00000115673,0,0,,     NA
Syt15,ENSMUSG00000041479,0,0,,     NA
AC154738.2,ENSMUSG00000115124,0,0,,     NA
AC154738.6,ENSMUSG00000115649,0,0,,     NA
AC154738.4,ENSMUSG00000115183,0,0,,     NA
AC160930.1,ENSMUSG00000115214,0,0,,     NA
Fam25c,ENSMUSG00000043681,0,0,,     NA
Sncg,ENSMUSG00000023064,0,0,,     NA
Mmrn2,ENSMUSG00000041445,0,0,,     NA
